,caucus,congress_numbers,current,description,district,enddate,extra__address,extra__contact_form,extra__fax,extra__how,extra__office,extra__rss_url,id,leadership_title,party,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website
127,,[115],True,Representative for Texas's 5th congressional district,5.0,2019-01-03,2228 Rayburn HOB; Washington DC 20515-4305,,,,2228 Rayburn House Office Building,http://hensarling.house.gov/atom.xml,43853,,Republican,H001036,1957-05-29,1003619.0,Jeb,male,Male,400175,Hensarling,https://www.govtrack.us/congress/members/jeb_hensarling/400175,,Rep. Jeb Hensarling [R-TX5],,,N00024922,49827.0,"Hensarling, Jeb (Rep.) [R-TX5]",RepHensarling,repjebhensarling,202-225-3484,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,http://hensarling.house.gov
128,,[115],True,Representative for Maryland's 5th congressional district,5.0,2019-01-03,1705 Longworth HOB; Washington DC 20515-2005,,,,1705 Longworth House Office Building,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,43854,Minority Whip,Democrat,H000874,1939-06-14,1919.0,Steny,male,Male,400189,Hoyer,https://www.govtrack.us/congress/members/steny_hoyer/400189,H.,Rep. Steny Hoyer [D-MD5],,,N00001821,26890.0,"Hoyer, Steny (Rep.) [D-MD5]",WhipHoyer,LeaderHoyer,202-225-4131,representative,Representative,,,,,2017-01-03,MD,Rep.,Representative,https://hoyer.house.gov
129,,"[115, 116, 117]",True,Senior Senator from Georgia,,2023-01-03,131 Russell Senate Office Building Washington DC 20510,,,,131 Russell Senate Office Building,http://www.isakson.senate.gov/public/?a=RSS.Feed,43855,,Republican,I000055,1944-12-28,59135.0,John,male,Male,400194,Isakson,https://www.govtrack.us/congress/members/john_isakson/400194,H.,Sen. John “Johnny” Isakson [R-GA],,Johnny,N00002593,1721.0,"Isakson, John “Johnny” (Sen.) [R-GA]",SenatorIsakson,SenatorIsakson,202-224-3643,senator,Senator,class3,Class 3,senior,Senior,2017-01-03,GA,Sen.,Senator,http://www.isakson.senate.gov
130,,[115],True,Representative for California's 49th congressional district,49.0,2019-01-03,2269 Rayburn HOB; Washington DC 20515-0549,,,,2269 Rayburn House Office Building,http://issa.house.gov/feed/,43856,,Republican,I000056,1953-11-01,90066.0,Darrell,male,Male,400196,Issa,https://www.govtrack.us/congress/members/darrell_issa/400196,E.,Rep. Darrell Issa [R-CA49],,,N00007017,16553.0,"Issa, Darrell (Rep.) [R-CA49]",DarrellIssa,repdarrellissa,202-225-3906,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://issa.house.gov
131,,[115],True,Representative for Texas's 18th congressional district,18.0,2019-01-03,2187 Rayburn HOB; Washington DC 20515-4318,,,,2187 Rayburn House Office Building,http://jacksonlee.house.gov/news/rss.aspx,43857,,Democrat,J000032,1950-01-12,36819.0,Sheila,female,Female,400199,Jackson Lee,https://www.govtrack.us/congress/members/sheila_jackson_lee/400199,,Rep. Sheila Jackson Lee [D-TX18],,,N00005818,21692.0,"Jackson Lee, Sheila (Rep.) [D-TX18]",JacksonLeeTX18,TX18SJL,202-225-3816,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,http://jacksonlee.house.gov
132,,[115],True,Representative for Texas's 30th congressional district,30.0,2019-01-03,2468 Rayburn HOB; Washington DC 20515-4330,,,,2468 Rayburn House Office Building,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,43858,,Democrat,J000126,1935-12-03,23352.0,Eddie,female,Female,400204,Johnson,https://www.govtrack.us/congress/members/eddie_johnson/400204,Bernice,Rep. Eddie Johnson [D-TX30],,,N00008122,27098.0,"Johnson, Eddie (Rep.) [D-TX30]",RepEBJ,RepEddieBJohnson,202-225-8885,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,http://ebjohnson.house.gov
133,,[115],True,Representative for Texas's 3rd congressional district,3.0,2019-01-03,2304 Rayburn HOB; Washington DC 20515-4303,,,,2304 Rayburn House Office Building,http://samjohnson.house.gov/news/rss.aspx,43859,,Republican,J000174,1930-10-11,18711.0,Sam,male,Male,400206,Johnson,https://www.govtrack.us/congress/members/sam_johnson/400206,Robert,Rep. Sam Johnson [R-TX3],,,N00008028,27079.0,"Johnson, Sam (Rep.) [R-TX3]",SamsPressShop,RepSamJohnson,202-225-4201,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,http://samjohnson.house.gov
134,,[115],True,Representative for North Carolina's 3rd congressional district,3.0,2019-01-03,2333 Rayburn HOB; Washington DC 20515-3303,,,,2333 Rayburn House Office Building,http://jones.house.gov/rss.xml,43860,,Republican,J000255,1943-02-10,36693.0,Walter,male,Male,400209,Jones,https://www.govtrack.us/congress/members/walter_jones/400209,B.,Rep. Walter Jones [R-NC3],Jr.,,N00002299,21785.0,"Jones, Walter (Rep.) [R-NC3]",RepWalterJones,RepWalterJones,202-225-3415,representative,Representative,,,,,2017-01-03,NC,Rep.,Representative,http://jones.house.gov
135,,[115],True,Representative for Ohio's 9th congressional district,9.0,2019-01-03,2186 Rayburn HOB; Washington DC 20515-3509,,,,2186 Rayburn House Office Building,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,43861,,Democrat,K000009,1946-06-17,1458.0,Marcy,female,Female,400211,Kaptur,https://www.govtrack.us/congress/members/marcy_kaptur/400211,,Rep. Marcy Kaptur [D-OH9],,,N00003522,27016.0,"Kaptur, Marcy (Rep.) [D-OH9]",RepMarcyKaptur,USRepMarcyKaptur,202-225-4146,representative,Representative,,,,,2017-01-03,OH,Rep.,Representative,https://kaptur.house.gov
136,,[115],True,Representative for Wisconsin's 3rd congressional district,3.0,2019-01-03,1502 Longworth HOB; Washington DC 20515-4903,,,,1502 Longworth House Office Building,http://kind.house.gov/common/rss/?rss=52,43862,,Democrat,K000188,1963-03-16,45870.0,Ron,male,Male,400218,Kind,https://www.govtrack.us/congress/members/ron_kind/400218,James,Rep. Ron Kind [D-WI3],,,N00004403,630.0,"Kind, Ron (Rep.) [D-WI3]",RepRonKind,RepRonKind,202-225-5506,representative,Representative,,,,,2017-01-03,WI,Rep.,Representative,https://kind.house.gov
137,,[115],True,Representative for New York's 2nd congressional district,2.0,2019-01-03,339 Cannon HOB; Washington DC 20515-3202,,,,339 Cannon House Office Building,http://peteking.house.gov/rss.xml,43863,,Republican,K000210,1944-04-05,26487.0,Peter,male,Male,400219,King,https://www.govtrack.us/congress/members/peter_king/400219,T.,Rep. Peter “Pete” King [R-NY2],,Pete,N00001193,26968.0,"King, Peter “Pete” (Rep.) [R-NY2]",RepPeteKing,RepPeterKing,202-225-7896,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,http://peteking.house.gov
138,,[115],True,Representative for Iowa's 4th congressional district,4.0,2019-01-03,2210 Rayburn HOB; Washington DC 20515-1504,,,,2210 Rayburn House Office Building,http://steveking.house.gov/index.php?format=feed&amp;type=rss,43864,,Republican,K000362,1949-05-28,1003590.0,Steve,male,Male,400220,King,https://www.govtrack.us/congress/members/steve_king/400220,A.,Rep. Steve King [R-IA4],,,N00025237,10853.0,"King, Steve (Rep.) [R-IA4]",SteveKingIA,stevekingia,202-225-4426,representative,Representative,,,,,2017-01-03,IA,Rep.,Representative,https://steveking.house.gov
139,,[115],True,Representative for Washington's 2nd congressional district,2.0,2019-01-03,2113 Rayburn HOB; Washington DC 20515-4702,,,,2113 Rayburn House Office Building,http://larsen.house.gov/rss.xml,43866,,Democrat,L000560,1965-06-15,86610.0,Rick,male,Male,400232,Larsen,https://www.govtrack.us/congress/members/rick_larsen/400232,,Rep. Rick Larsen [D-WA2],,,N00009759,56231.0,"Larsen, Rick (Rep.) [D-WA2]",RepRickLarsen,congressmanlarsen,202-225-2605,representative,Representative,,,,,2017-01-03,WA,Rep.,Representative,http://larsen.house.gov
140,,[115],True,Representative for Connecticut's 1st congressional district,1.0,2019-01-03,1501 Longworth HOB; Washington DC 20515-0701,,,,1501 Longworth House Office Building,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,43867,,Democrat,L000557,1948-07-22,36596.0,John,male,Male,400233,Larson,https://www.govtrack.us/congress/members/john_larson/400233,B.,Rep. John Larson [D-CT1],,,N00000575,17188.0,"Larson, John (Rep.) [D-CT1]",RepJohnLarson,RepJohnLarson,202-225-2265,representative,Representative,,,,,2017-01-03,CT,Rep.,Representative,https://larson.house.gov
141,,[115],True,Representative for California's 13th congressional district,13.0,2019-01-03,2267 Rayburn HOB; Washington DC 20515-0513,,,,2267 Rayburn House Office Building,http://lee.house.gov/rss.xml,43868,,Democrat,L000551,1946-07-16,54579.0,Barbara,female,Female,400237,Lee,https://www.govtrack.us/congress/members/barbara_lee/400237,,Rep. Barbara Lee [D-CA13],,,N00008046,8315.0,"Lee, Barbara (Rep.) [D-CA13]",RepBarbaraLee,RepLee,202-225-2661,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://lee.house.gov
142,,[115],True,Representative for Michigan's 9th congressional district,9.0,2019-01-03,1236 Longworth HOB; Washington DC 20515-2209,,,,1236 Longworth House Office Building,http://levin.house.gov/rss.xml,43869,,Democrat,L000263,1931-09-06,251.0,Sander,male,Male,400238,Levin,https://www.govtrack.us/congress/members/sander_levin/400238,M.,Rep. Sander Levin [D-MI9],,,N00003950,26918.0,"Levin, Sander (Rep.) [D-MI9]",RepSandyLevin,mi12yes,202-225-4961,representative,Representative,,,,,2017-01-03,MI,Rep.,Representative,http://levin.house.gov
143,,[115],True,Representative for Georgia's 5th congressional district,5.0,2019-01-03,343 Cannon HOB; Washington DC 20515-1005,,,,343 Cannon House Office Building,http://johnlewis.house.gov/rss.xml,43870,,Democrat,L000287,1940-02-21,2528.0,John,male,Male,400240,Lewis,https://www.govtrack.us/congress/members/john_lewis/400240,R.,Rep. John Lewis [D-GA5],,,N00002577,26820.0,"Lewis, John (Rep.) [D-GA5]",RepJohnLewis,repjohnlewis,202-225-3801,representative,Representative,,,,,2017-01-03,GA,Rep.,Representative,https://johnlewis.house.gov
144,,[115],True,Representative for New Jersey's 2nd congressional district,2.0,2019-01-03,2427 Rayburn HOB; Washington DC 20515-3002,,,,2427 Rayburn House Office Building,http://lobiondo.house.gov/rss.xml,43871,,Republican,L000554,1946-05-12,30867.0,Frank,male,Male,400244,LoBiondo,https://www.govtrack.us/congress/members/frank_lobiondo/400244,A.,Rep. Frank LoBiondo [R-NJ2],,,N00000851,21890.0,"LoBiondo, Frank (Rep.) [R-NJ2]",RepLoBiondo,USRepFrankLoBiondo,202-225-6572,representative,Representative,,,,,2017-01-03,NJ,Rep.,Representative,http://lobiondo.house.gov
145,,[115],True,Representative for California's 19th congressional district,19.0,2019-01-03,1401 Longworth HOB; Washington DC 20515-0519,,,,1401 Longworth House Office Building,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,43872,,Democrat,L000397,1947-12-21,36520.0,Zoe,female,Female,400245,Lofgren,https://www.govtrack.us/congress/members/zoe_lofgren/400245,,Rep. Zoe Lofgren [D-CA19],,,N00007479,21899.0,"Lofgren, Zoe (Rep.) [D-CA19]",RepZoeLofgren,RepZoeLofgren,202-225-3072,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://lofgren.house.gov
146,,[115],True,Representative for New York's 17th congressional district,17.0,2019-01-03,2365 Rayburn HOB; Washington DC 20515-3217,,,,2365 Rayburn House Office Building,http://www.house.gov/common/rss/?rss=18,43873,,Democrat,L000480,1937-07-05,6110.0,Nita,female,Female,400246,Lowey,https://www.govtrack.us/congress/members/nita_lowey/400246,M.,Rep. Nita Lowey [D-NY17],,,N00001024,26982.0,"Lowey, Nita (Rep.) [D-NY17]",NitaLowey,nitalowey,202-225-6506,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,https://lowey.house.gov
147,,[115],True,Representative for Oklahoma's 3rd congressional district,3.0,2019-01-03,2405 Rayburn HOB; Washington DC 20515-3603,,,,2405 Rayburn House Office Building,http://lucas.house.gov/rss.xml,43874,,Republican,L000491,1960-01-06,35692.0,Frank,male,Male,400247,Lucas,https://www.govtrack.us/congress/members/frank_lucas/400247,D.,Rep. Frank Lucas [R-OK3],,,N00005559,27032.0,"Lucas, Frank (Rep.) [R-OK3]",RepFrankLucas,RepFrankLucas,202-225-5565,representative,Representative,,,,,2017-01-03,OK,Rep.,Representative,http://lucas.house.gov
148,,[115],True,Representative for Massachusetts's 8th congressional district,8.0,2019-01-03,2268 Rayburn HOB; Washington DC 20515-2108,,,,2268 Rayburn House Office Building,http://lynch.house.gov/rss.xml,43875,,Democrat,L000562,1955-03-31,1000222.0,Stephen,male,Male,400249,Lynch,https://www.govtrack.us/congress/members/stephen_lynch/400249,F.,Rep. Stephen Lynch [D-MA8],,,N00013855,4844.0,"Lynch, Stephen (Rep.) [D-MA8]",RepStephenLynch,RepLynch,202-225-8273,representative,Representative,,,,,2017-01-03,MA,Rep.,Representative,http://lynch.house.gov
149,,[115],True,Representative for New York's 12th congressional district,12.0,2019-01-03,2308 Rayburn HOB; Washington DC 20515-3212,,,,2308 Rayburn House Office Building,http://maloney.house.gov/rss.xml,43876,,Democrat,M000087,1946-02-19,26162.0,Carolyn,female,Female,400251,Maloney,https://www.govtrack.us/congress/members/carolyn_maloney/400251,B.,Rep. Carolyn Maloney [D-NY12],,,N00000078,26978.0,"Maloney, Carolyn (Rep.) [D-NY12]",RepMaloney,,202-225-7944,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,http://maloney.house.gov
150,,[115],True,Representative for Minnesota's 4th congressional district,4.0,2019-01-03,2256 Rayburn HOB; Washington DC 20515-2304,,,,2256 Rayburn House Office Building,http://mccollum.house.gov/rss.xml,43877,,Democrat,M001143,1954-07-12,86670.0,Betty,female,Female,400259,McCollum,https://www.govtrack.us/congress/members/betty_mccollum/400259,Louise,Rep. Betty McCollum [D-MN4],,,N00012942,3812.0,"McCollum, Betty (Rep.) [D-MN4]",BettyMcCollum04,,202-225-6631,representative,Representative,,,,,2017-01-03,MN,Rep.,Representative,http://mccollum.house.gov
151,,[115],True,Representative for Massachusetts's 2nd congressional district,2.0,2019-01-03,438 Cannon HOB; Washington DC 20515-2102,,,,438 Cannon House Office Building,http://mcgovern.house.gov/common/rss/?rss=15,43878,,Democrat,M000312,1959-11-20,45976.0,James,male,Male,400263,McGovern,https://www.govtrack.us/congress/members/james_mcgovern/400263,P.,Rep. James “Jim” McGovern [D-MA2],,Jim,N00000179,552.0,"McGovern, James “Jim” (Rep.) [D-MA2]",RepMcGovern,repjimmcgovern,202-225-6101,representative,Representative,,,,,2017-01-03,MA,Rep.,Representative,http://mcgovern.house.gov
152,,[115],True,Representative for New York's 5th congressional district,5.0,2019-01-03,2234 Rayburn HOB; Washington DC 20515-3205,,,,2234 Rayburn House Office Building,http://meeks.house.gov/rss.xml,43879,,Democrat,M001137,1953-09-25,53469.0,Gregory,male,Male,400271,Meeks,https://www.govtrack.us/congress/members/gregory_meeks/400271,W.,Rep. Gregory Meeks [D-NY5],,,N00001171,4360.0,"Meeks, Gregory (Rep.) [D-NY5]",GregoryMeeks,gwmeeks,202-225-3461,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,http://meeks.house.gov
153,,"[115, 116, 117]",True,Junior Senator from Kansas,,2023-01-03,521 Dirksen Senate Office Building Washington DC 20510,,,,521 Dirksen Senate Office Building,http://www.moran.senate.gov/public/index.cfm/rss/feed/,43880,,Republican,M000934,1954-05-29,45469.0,Jerry,male,Male,400284,Moran,https://www.govtrack.us/congress/members/jerry_moran/400284,,Sen. Jerry Moran [R-KS],,,N00005282,542.0,"Moran, Jerry (Sen.) [R-KS]",JerryMoran,senatorjerrymoran,202-224-6521,senator,Senator,class3,Class 3,junior,Junior,2017-01-03,KS,Sen.,Senator,http://www.moran.senate.gov
154,,[115],True,Representative for Pennsylvania's 18th congressional district,18.0,2019-01-03,2332 Rayburn HOB; Washington DC 20515-3818,,,,2332 Rayburn House Office Building,http://murphy.house.gov/common/rss/?rss=44,43881,,Republican,M001151,1952-09-11,1003612.0,Tim,male,Male,400285,Murphy,https://www.govtrack.us/congress/members/tim_murphy/400285,,Rep. Tim Murphy [R-PA18],,,N00024992,9794.0,"Murphy, Tim (Rep.) [R-PA18]",RepTimMurphy,TimMurphyPA18,202-225-2301,representative,Representative,,,,,2017-01-03,PA,Rep.,Representative,https://murphy.house.gov
155,,[115],True,Representative for New York's 10th congressional district,10.0,2019-01-03,2109 Rayburn HOB; Washington DC 20515-3210,,,,2109 Rayburn House Office Building,http://nadler.house.gov/rss.xml,43882,,Democrat,N000002,1947-06-13,26159.0,Jerrold,male,Male,400289,Nadler,https://www.govtrack.us/congress/members/jerrold_nadler/400289,L.,Rep. Jerrold Nadler [D-NY10],,,N00000939,26980.0,"Nadler, Jerrold (Rep.) [D-NY10]",RepJerryNadler,congressmannadler,202-225-5635,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,http://nadler.house.gov
156,,[115],True,Representative for California's 32nd congressional district,32.0,2019-01-03,1610 Longworth HOB; Washington DC 20515-0532,,,,1610 Longworth House Office Building,http://napolitano.house.gov/rss.xml,43883,,Democrat,N000179,1936-12-04,57873.0,Grace,female,Female,400290,Napolitano,https://www.govtrack.us/congress/members/grace_napolitano/400290,F.,Rep. Grace Napolitano [D-CA32],,,N00006789,8393.0,"Napolitano, Grace (Rep.) [D-CA32]",GraceNapolitano,RepGraceNapolitano,202-225-5256,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,http://napolitano.house.gov
157,,[115],True,Representative for Massachusetts's 1st congressional district,1.0,2019-01-03,341 Cannon HOB; Washington DC 20515-2101,,,,341 Cannon House Office Building,http://neal.house.gov/index.php?format=feed&amp;type=rss,43884,,Democrat,N000015,1949-02-14,6103.0,Richard,male,Male,400291,Neal,https://www.govtrack.us/congress/members/richard_neal/400291,E.,Rep. Richard Neal [D-MA1],,,N00000153,26895.0,"Neal, Richard (Rep.) [D-MA1]",RepRichardNeal,RepRichardENeal,202-225-5601,representative,Representative,,,,,2017-01-03,MA,Rep.,Representative,https://neal.house.gov
158,,[115],True,Delegate for the District of Columbia,0.0,2019-01-03,2136 Rayburn HOB; Washington DC 20515-5101,,,,2136 Rayburn House Office Building,http://norton.house.gov/index.php?format=feed&amp;type=rss,43885,,Democrat,N000147,1937-06-13,882.0,Eleanor,female,Female,400295,Norton,https://www.govtrack.us/congress/members/eleanor_norton/400295,Holmes,Rep. Eleanor Norton [D-DC0],,,N00001692,775.0,"Norton, Eleanor (Rep.) [D-DC0]",EleanorNorton,EleanorHNorton,202-225-8050,representative,Representative,,,,,2017-01-03,DC,Rep.,Delegate,https://norton.house.gov
159,,[115],True,Representative for California's 22nd congressional district,22.0,2019-01-03,1013 Longworth HOB; Washington DC 20515-0522,,,,1013 Longworth House Office Building,http://nunes.house.gov/news/rss.aspx,43886,,Republican,N000181,1973-10-01,1003553.0,Devin,male,Male,400297,Nunes,https://www.govtrack.us/congress/members/devin_nunes/400297,G.,Rep. Devin Nunes [R-CA22],,,N00007248,16725.0,"Nunes, Devin (Rep.) [R-CA22]",Rep_DevinNunes,RepDevinNunes,202-225-2523,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,http://nunes.house.gov
